"iso3","anio","valor_en_twh"
"BFA","2009","0.0"
"BFA","2010","0.0"
"BFA","2011","0.0"
"BFA","2012","0.0"
"BFA","2013","0.0"
"BFA","2014","0.0"
"BFA","2015","0.0"
"BFA","2016","0.0"
"BFA","2017","0.0"
"BFA","2018","0.0"
"BFA","2019","0.0"
"BFA","2020","0.0"
"BFA","2021","0.0"
"BDI","2000","0.0"
"BDI","2001","0.0"
"BDI","2002","0.0"
"BDI","2003","0.0"
"BDI","2004","0.0"
"BDI","2005","0.0"
"BDI","2006","0.0"
"BDI","2007","0.0"
"BDI","2008","0.0"
"BDI","2009","0.0"
"BDI","2010","0.0"
"BDI","2011","0.0"
"BDI","2012","0.0"
"BDI","2013","0.0"
"BDI","2014","0.0"
"BDI","2015","0.0"
"BDI","2016","0.0"
"BDI","2017","0.0"
"BDI","2018","0.0"
"BDI","2019","0.0"
"BDI","2020","0.0"
"BDI","2021","0.0"
"BDI","2022","0.0"
"KHM","2000","0.0"
"KHM","2001","0.0"
"KHM","2002","0.0"
"KHM","2003","0.0"
"KHM","2004","0.0"
"KHM","2005","0.0"
"KHM","2006","0.0"
"KHM","2007","0.0"
"KHM","2008","0.0"
"KHM","2009","0.0"
"KHM","2010","0.0"
"KHM","2011","0.0"
"KHM","2012","0.0"
"KHM","2013","0.0"
"KHM","2014","0.0"
"KHM","2015","0.0"
"KHM","2016","0.0"
"KHM","2017","0.0"
"KHM","2018","0.0"
"KHM","2019","0.0"
"KHM","2020","0.0"
"KHM","2021","0.0"
"CMR","2000","0.0"
"CMR","2001","0.0"
"CMR","2002","0.0"
"CMR","2003","0.0"
"CMR","2004","0.0"
"CMR","2005","0.0"
"CMR","2006","0.0"
"CMR","2007","0.0"
"CMR","2008","0.0"
"CMR","2009","0.0"
"CMR","2010","0.0"
"CMR","2011","0.0"
"CMR","2012","0.0"
"CMR","2013","0.0"
"CMR","2014","0.0"
"CMR","2015","0.0"
"CMR","2016","0.0"
"CMR","2017","0.0"
"CMR","2018","0.0"
"CMR","2019","0.0"
"CMR","2020","0.0"
"CMR","2021","0.0"
"CAN","1965","0.128"
"CAN","1966","0.172"
"CAN","1967","0.153"
"CAN","1968","0.918"
"CAN","1969","0.529"
"CAN","1970","1.037"
"CAN","1971","4.267"
"CAN","1972","7.211"
"CAN","1973","15.254"
"CAN","1974","14.696"
"CAN","1975","12.57"
"CAN","1976","17.416"
"CAN","1977","26.342"
"CAN","1978","31.202"
"CAN","1979","35.271"
"CAN","1980","38.032"
"CAN","1981","40.067"
"CAN","1982","38.337"
"CAN","1983","48.61"
"CAN","1984","52.21"
"CAN","1985","60.521"
"CAN","1986","71.267"
"CAN","1987","77.261"
"CAN","1988","82.867"
"CAN","1989","79.31684"
"CAN","1990","72.46"
"CAN","1991","84.33895"
"CAN","1992","80.0221"
"CAN","1993","93.28421"
